index,claims,text_tokens,claim_idx,claim_vector
534,"[{'start': 0, 'end': 32}]","['जल्दी', 'संक्रमण', 'की', 'चपेट', 'में', 'आने', 'वाले', 'बुजुर्ग', ',', 'अस्वस्थ', ',', 'गर्भवती', 'महिलाओं', 'और', '10', 'साल', 'से', 'कम', 'उम्र', 'के', 'बच्चों', 'को', 'हर', 'घर', 'पर', 'ही', 'रहने', 'की', 'सलाह', 'दी', 'जाती', 'है', '।', 'https://t.co/5cHqXBJW9H', 'https://t.co/lzlarBSXy0']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
535,[],"['साला', 'कन्फ़्यूज़न', 'ही', 'कन्फ़्यूज़न', 'है', ';', 'सोल्यूशन', 'का', 'पता', 'नहीं', ',', 'महाशय', '@U99641667', 'जब', 'आपने', '#रीट', 'की', 'परीक्षा', 'तिथि', 'ही', 'तय', 'नहीं', 'की', 'तो', '#समय', 'पर', 'कैसे', 'आयोजित', 'होगी', '?', 'आपको', 'और', '@U54723769', 'को', 'हो', 'क्या', 'गया', 'है', ',', 'मानसिक', 'रूप', 'से', 'तो', 'सही', 'हो', 'ना', '?', 'https://t.co/XMjvsmApD2']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
536,"[{'start': 0, 'end': 13}, {'start': 28, 'end': 40}]","['मैं', 'अपनी', 'Jio', 'सिम', 'के', 'एड', 'से', 'शाहरुख', 'खान', 'को', 'निकाल', 'रहा', 'हूँ', '।', 'आपकी', 'क्या', 'राय', 'है', 'बताईये', '!', '!', 'चेयरमैन', 'और', 'डायरेक्टर', ',', 'रिलायंस', 'इंडस्ट्रीज़', '|', 'ये', 'अकाउंट', 'मुकेश', 'अंबानी', 'के', 'मीडिया', 'पैनल', 'टीम', 'को', 'हैंडल', 'करता', 'है', ""'"", '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
537,[],"['पूरे', 'ट्विटर', 'को', 'मच्छी', 'बाज़ार', 'बना', 'रखा', 'है', '!', 'इधर', 'ध्यान', 'दो', '.', ""'"", '#ThingsTeachersSays', '#TeachersDay2020', '#TeachersDay', '#शिक्षक_दिवस', '(', 'Thread', 'है', ',', 'पूरा', 'नहीं', 'देखा', 'तो', 'प्रिंसिपल', 'सर', 'से', 'कहके', 'नाम', 'कटवा', 'देंगे', '!', ')', 'https://t.co/3PvYuFIY5T']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
538,"[{'start': 0, 'end': 19}, {'start': 22, 'end': 45}]","['भाजपा', 'नेता', 'संजीव', 'गुप्ता', '&', 'amp', ';', 'भतीजे', 'सचिन', 'गुप्ता', 'पर', 'STF', 'ने', 'गजरौला', ',', 'उप्र', 'पर', 'छापा', 'मारा', '&', 'amp', ';', '70', 'करोड़', 'तक', 'की', 'NCERT', 'की', 'नक़ली', 'किताबें', 'मिल', 'चुकी', 'हैं', '।', 'अब', 'तक', 'लगभग', '500', 'करोड़', 'तक', 'की', 'किताबें', 'छाप', 'चुकें', 'हैं', '।', 'भक्तों', 'का', 'काम', 'यही', 'है', '।', '@U37453835', 'https://t.co/r1RnuvDThl']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
539,"[{'start': 0, 'end': 4}]","['फूफा', ',', 'कजन', 'की', 'हत्याः', '@U69807316', 'ने', 'पंजाब', 'के', '@U81009904', 'से', 'पूछा', '-', 'कौन', 'हैं', 'हत्यारे', '?', 'https://t.co/5bndT1YOCU', '#SureshRaina', '#Sureshraina3', '#suresh', 'raina', 'https://t.co/XRBiB1VpEB']","{0, 1, 2, 3}","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
540,"[{'start': 0, 'end': 23}]","['भाजपा', 'परिवार', 'के', 'वरिष्ठ', 'सदस्य', 'एवं', 'मा', '.', 'केंद्रीय', 'मंत्री', 'श्री', '@U74668929', 'जी', 'की', 'पूज्य', 'माताजी', 'के', 'निधन', 'से', 'मन', 'अत्यंत', 'व्यथित', 'है', '।', 'प्रभु', 'श्री', 'राम', 'से', 'प्रार्थना', 'है', 'कि', 'माताजी', 'की', 'आत्मा', 'को', 'अपने', 'श्री', 'चरणों', 'में', 'स्थान', 'दें', 'एवं', 'परिजनों', 'को', 'इस', 'दारुण', 'दुःख', 'को', 'सहन', 'करने', 'की', 'शक्ति', 'प्रदान', 'करें', '।', 'ॐ', 'शांति', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
541,[],"['यदी', 'आपका', 'खून', 'ऐक', 'सनातनी', 'धर्म', 'से', 'जुड़ा', 'है', 'तो', 'आप', 'भी', '#', 'करके', 'पालघर', 'साधु', 'हत्याकांड', 'पर', 'ट्वीट', 'करे', 'जिससे', 'साधु', 'महात्मा', 'की', 'आत्मा', 'को', 'शांति', 'मिलेगी', '@U56450029', '@U79957430', '@U91593322']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
542,"[{'start': 0, 'end': 9}, {'start': 22, 'end': 40}]","['देश', 'का', '3000', 'करोड़', 'रुपया', 'बह', 'गया', 'पानी', 'मे', '।', ""'"", ""'"", 'देश', 'का', '3000', 'करोड़', 'रुपया', 'बह', 'गया', 'पानी', 'मे', 'जिस', 'देश', 'मे', 'करीबन', '1', 'करोड़', 'लोग', 'रोज', 'भूखे', 'सोते', 'हैं', 'बेगैर', 'इलाज', 'के', 'रोज', 'लाखों', 'मर', 'रहे', 'हैं', 'उस', 'देश', 'मे', 'इतनी', 'क़ीमती', 'मूर्ती', 'शोभा', 'नहीं', 'देता']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,[],"['@U41583967', 'बुड्ढे', 'कमीनी', 'सदी', 'का', 'महानायक', 'नहीं', 'तुम', 'मान', 'नालायक', 'है', 'तेरी', 'शक्ल', 'से', 'भी', 'नफरत', 'है', 'कब्र', 'पर', 'जाकर', 'बैठ', 'जा']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,"[{'start': 0, 'end': 19}]","['बेजोस', 'की', 'संपत्ति', '200', 'अरब', 'डॉलर', 'के', 'पार', ',', '100', 'अरब', 'डॉलर', 'के', 'क्लब', 'में', 'शामिल', 'हुए', 'एलन', 'मस्क', 'https://t.co/91OpSK5nEI', 'via', '@U59792336']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
545,"[{'start': 2, 'end': 13}]","['#NewsAlert', '|', 'बीसीसीआई', 'ने', 'की', 'घोषणा', ':', 'क्रेड', 'होगी', 'आईपीएल', 'की', 'ऑफिशियल', 'पार्टनर', '@U20969518', '@U40499898', 'https://t.co/ked7pdh9kw']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
546,"[{'start': 8, 'end': 22}]","['Covid', '-', '19', ':', 'सर्वे', 'में', 'खुलासा', '-', 'वैश्विक', 'स्तर', 'पर', '4', 'में', 'से', 'एक', 'व्यक्ति', 'नहीं', 'लगवाना', 'चाहता', 'कोरोना', 'का', 'टीका', 'https://t.co/KZR6C1zMvY', 'via', '@U59792336']","{8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
547,"[{'start': 0, 'end': 52}]","['रजोकरी', 'गाँव', 'द', '.', 'दिल्ली', 'मे', 'श्री', '@U85084705', 'को', 'भाजपा', 'महरोली', 'जिला', 'अध्यक्ष', 'मनोनित', 'होने', 'पर', 'गाँव', 'वासियो', 'द्वारा', 'आयोजित', 'अभिनंदन', 'कार्यक्रम', 'मे', 'मोदी', 'सरकार', 'के', 'कार्यो', ',', 'उपलब्धियो', ',', 'एतिहासिक', 'निर्णयो', ',', 'श्रीराम', 'मन्दिर', ',', 'धारा', '370', 'की', 'बिदाई', ',', 'तीन', 'तलाक़', 'प्रतिबंध', 'जैसे', 'फेसलो', 'कि', 'विस्तार', 'से', 'जानकारी', 'देते', 'हुए', 'https://t.co/KuT12ujSov']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
548,"[{'start': 0, 'end': 13}]","['भारत', 'सरकार', 'ने', 'सभी', 'चाइनीज', 'ऐप्स', 'को', 'देश', 'से', 'बैन', 'कर', 'दिया', 'है', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
549,"[{'start': 0, 'end': 16}]","['#RishiKapoor', 'ने', 'आधी', 'रात', 'को', 'अपने', 'बेटे', '#RanbirKapoor', 'को', 'अपने', 'पास', 'आईसीयू', 'वार्ड', 'में', 'बुलाया', 'था', '।', 'https://t.co/dhASWMwS8V']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
550,[],"['मैं', 'भारतीय', 'संस्कृति', 'का', 'बहुत', 'बड़ा', 'प्रशंसक', 'हूँ', 'इसलिए', 'मैंने', 'हमारी', 'गृह', 'मंत्री', 'के', 'साथ', 'अपने', 'निवास', 'पर', '5', 'अगस्त', 'को', 'श्री', 'राम', 'अभिषेक', 'किया']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
551,"[{'start': 0, 'end': 33}, {'start': 55, 'end': 62}]","['भारत', 'खतरे', 'में', 'है', ',', 'भारत', 'के', 'संवैधानिक', 'मूल', 'खतरे', 'में', 'है', ',', 'पुलिस', 'कस्टडी', 'में', 'पिटाई', 'से', 'हुई', 'दलित', 'युवक', 'की', 'हत्या', '‘', 'अंग्रेज', 'शासन', '’', 'की', 'यादें', 'ताजा', 'कर', 'रही', 'है', '।', 'ये', 'कौन', 'सी', 'विचारधारा', 'है', 'जो', 'नागरिकों', 'को', '‘', 'गुलाम', '’', 'समझती', 'है', '?', 'डरिए', 'मत', ',', 'हमारे', 'साथ', 'बोलिए', ',', 'गरीब', 'का', 'एक', 'बेटा', 'बेवजह', 'मरा', 'है', ',', 'जवाब', 'तो', 'इन्हें', 'देना', 'होगा', '।', 'https://t.co/Kg2pjFLafb']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 55, 56, 57, 58, 59, 60, 61}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
552,"[{'start': 1, 'end': 13}]","['@U85317447', 'भाउ', 'श्री', 'के', 'ब्लेक', 'टिकिट', 'बेचकर', 'खुद', 'बहुत', 'काला', 'पैसे', 'कमाए', 'हो', ',', 'ओर', 'काले', 'दिन', 'की', 'बात', 'करते', 'शर्म', 'नही', 'साले', 'सांढ़', '...', 'तू', 'खुद', 'लुटियन', 'मोड़', 'में', 'है', '...', '😠']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
553,"[{'start': 0, 'end': 6}]","['उद्दव', 'ने', 'राहुल', 'को', 'दिया', 'चेलेन्ज', '।', '👍', 'में', 'अपनी', 'पार्टी', 'को', 'तेरी', 'पार्टी', 'से', 'भी', 'आगे', 'लेके', 'जाऊंगा', '।', '😂', '😂']","{0, 1, 2, 3, 4, 5}","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
554,"[{'start': 0, 'end': 7}, {'start': 16, 'end': 25}]","['मुंबई', 'में', 'लगे', 'पाकिस्तान', 'जिंदाबाद', 'के', 'नारे', '#ठाकरे', 'सरकार', 'में', '#सपा', 'पार्टी', 'के', 'कोटे', 'से', 'मंत्री', '#अब्बूआजमी', 'के', 'सामने', 'लगते', 'रहे', 'पाकिस्तान', 'जिंदाबाद', 'के', 'नारे', 'किस', 'दिशा', 'में', 'है', 'देश', 'को', 'लेकर', 'जाना', 'चाहते', 'हैं', 'यह', 'लोग', 'देखते', 'हैं', '?']","{0, 1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24}","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
555,"[{'start': 0, 'end': 16}, {'start': 18, 'end': 29}]","['कोलकाता', 'का', 'यह', 'दृश्य', ',', 'ये', 'बांग्लादेश', 'रिफ्यूजी', 'हैं', ',', 'उनके', 'पास', 'कोई', 'नागरिकता', 'नहीं', 'है', ',', 'अगर', 'वे', 'नागरिकता', 'के', 'बिना', 'भी', 'ऐसा', 'करने', 'का', 'साहस', 'करते', 'हैं', 'तो', 'उन्हें', 'नागरिकता', 'देने', 'के', 'बाद', 'क्या', 'होगा', ',', 'भगवान', 'बचाए', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
556,"[{'start': 0, 'end': 26}, {'start': 28, 'end': 39}, {'start': 52, 'end': 57}]","['अल्लाह', 'ने', 'तय', 'कर', 'दिया', 'है', 'की', 'इन', 'ज़ालिमों', 'का', 'ख़ात्मा', 'होगा', '..', 'हम', 'शरिया', 'बनेंगे', '..', 'कहीं', 'न', 'कहीं', 'से', 'शुरुआत', 'तो', 'होती', 'ही', 'है', '..', '""', 'पात्रा', 'ने', 'दावा', 'किया', 'कि', 'खान', 'ने', 'ये', 'बातें', 'कही', 'है', '।', 'उन्होंने', 'आगे', 'यह', 'भी', 'कहा', ',', 'अब', 'ज़रा', 'आप', 'भी', 'सोचिए', '..', 'सब', 'अल्लाह', 'ही', 'तय', 'करेंगे', 'या', 'आप', 'भी', 'कुछ', 'तय', 'करेंगे', '?', 'आप', 'शरिया', 'बनना', 'चाहतें', 'है', 'या', 'नहीं', '?', '?']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 52, 53, 54, 55, 56}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
557,"[{'start': 0, 'end': 38}]","['कैलाश', 'पर्वत', 'न', 'केवल', 'हिंदुस्थान', 'का', 'मुकुट', 'है', 'अपितु', 'सृष्टि', 'की', 'उत्त्पत्ति', ',', 'सनातन', 'धर्म', 'का', 'मुख्य', 'तीर्थ', 'और', 'मानव', 'सभ्यताओं', 'के', 'उदय', 'का', 'केंद्र', 'भी', 'है', 'जो', 'एक', 'हरामी', 'के', 'कारण', 'अधर्मी', 'चीन', 'के', 'कब्ज़े', 'में', 'है', 'कैलाश', 'पर्वत', 'और', 'मानसरोवर', 'को', 'मुक्त', 'कराएं', '..', '🙏', '@U18179557', 'https://hindi.opindia.com/?p', '=', '286755', 'via', 'OpIndia_in']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
558,"[{'start': 3, 'end': 20}]","['और', 'लो', '...', 'अमेरिका', 'में', 'कोरोना', 'की', 'वैक्सीन', 'बना', 'रही', 'टीम', 'का', 'लीडर', 'भारतीय', 'मुस्लिम', 'है', ',', 'डॉक्टर', 'फ़राज़', 'ज़ैदी', '.', 'अब', 'सवाल', 'है', 'की', 'क्या', 'अंधभक्त', 'दवा', 'लेंगे']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
559,"[{'start': 0, 'end': 13}]","['तुर्की', 'के', 'राष्ट्रपति', 'रेचेप', 'तैय्यप', 'अर्दोआन', 'ने', 'फ़्रांस', 'और', 'ग्रीस', 'को', 'दी', 'चेतावनी', '.', 'स्टोरीः', 'टीम', 'बीबीसी', 'आवाज़ः', 'विशाल', 'शुक्ला', 'https://t.co/aVJMsd1iVd']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
560,"[{'start': 1, 'end': 12}]","['@U52956025', 'सेना', 'को', 'लेकर', 'राज्यसभा', 'में', 'ज्ञान', 'की', 'मोटरी', 'बांट', 'रहे', 'थे', 'मेरे', 'पति', 'को', 'सेना', 'से', '1', 'जनवरी', '2018', 'को', 'निकाली', 'गई', 'आज', 'तक', 'उसको', 'पेंशन', 'नहीं', 'दी', 'गई', '15', 'साल', '6', 'महीने', 'में', 'सेना', 'से', 'निकाल', 'दी', 'गई', '3', 'साल', 'से', 'ऊपर', 'होने', 'जा', 'रही', 'है', 'उसकी', 'पेंशन', 'आजतक', 'नहीं', 'मिली', 'मजबूरन', 'मुझे', 'चंडीगढ़', 'हाई', 'कोर्ट', 'की', 'सहारा', 'लेनी', 'पड़ी']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
